PWID	Pathwaytitle	geneProduct	genename	ensembl	types
WP4875	Disruption of postsynaptic signaling by CNV	ENSG00000198576	ARC	ENSG00000198576	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein|http://vocabularies.wikipathways.org/wp#Rna
WP4906	3q29 copy number variation syndrome	ENSG00000142208	AKT1	ENSG00000142208	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP4906	3q29 copy number variation syndrome	ENSG00000155511	AMPA	ENSG00000155511	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Rna
WP2781	Signaling by ERBB4	ENSG00000117632	STMN1 gene	ENSG00000117632	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP5402	10q22q23 copy number variation	ENSG00000132170	PPARG	ENSG00000132170	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP4932	7q11.23 copy number variation syndrome	ENSG00000009950	MLXIPL	ENSG00000009950	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4657	22q11.2 copy number variation syndrome	WP78	Cytric acid cycle (Krebs cycle)		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Pathway
WP2781	Signaling by ERBB4	P12931	p-Y416-SRC	ENSG00000197122	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Protein
WP5398	NRXN1 deletion syndrome	ENSG00000155511	GRIA1	ENSG00000155511	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Rna
WP3584	MECP2 and associated Rett syndrome	ENSG00000138336	TET1	ENSG00000138336	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP2781	Signaling by ERBB4	P62979	N6-glycyl-L-lysine-RPS27A(1-76)	ENSG00000143947	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP2781	Signaling by ERBB4	ENSG00000113140	SPARC	ENSG00000113140	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Rna
WP4905	1q21.1 copy number variation syndrome	ENSG00000131778	CHD1L	ENSG00000131778	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP2781	Signaling by ERBB4	R-HSA-1252015	ERBB4jmAcyt1s80 dimer		http://vocabularies.wikipathways.org/wp#Complex|http://vocabularies.wikipathways.org/wp#DataNode
WP4222	Phosphodiesterases in neuronal function	ENSG00000072062	PKA	ENSG00000072062	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4657	22q11.2 copy number variation syndrome	WP1793	Cell junction organization		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Pathway
WP5407	15q11q13 copy number variation	CHEBI:29101	Sodium		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP4942	15q13.3 copy number variation syndrome	PF00153	ADP/ATP translocases		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4222	Phosphodiesterases in neuronal function	CHEBI:16015	L-glutamic acid		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP5398	NRXN1 deletion syndrome	ENSG00000146938	NLGN4X	ENSG00000146938	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5346	8p23.1 copy number variation syndrome	ENSG00000121552	CSTA	ENSG00000121552	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5407	15q11q13 copy number variation	ENSG00000169918	OTUD7A	ENSG00000169918	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP2781	Signaling by ERBB4	CHEBI:456216	ADP(3−)		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP5402	10q22q23 copy number variation	ENSG00000164675	IQUB	ENSG00000164675	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4932	7q11.23 copy number variation syndrome	CPX-1099	B-WICH chromatin remodelling complex		http://vocabularies.wikipathways.org/wp#Complex|http://vocabularies.wikipathways.org/wp#DataNode
WP4875	Disruption of postsynaptic signaling by CNV	ENSG00000075711	DLG1	ENSG00000075711	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP3584	MECP2 and associated Rett syndrome	ENSG00000142208	AKT1	ENSG00000142208	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP5402	10q22q23 copy number variation	CHEBI:33019	PPi(3-)		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP4906	3q29 copy number variation syndrome	CHEBI:57287	Coenzyme A		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP2781	Signaling by ERBB4	P02649	Apo E	ENSG00000130203	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP4222	Phosphodiesterases in neuronal function	HMDB0003378	NO		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP5402	10q22q23 copy number variation	ENSG00000111834	RSPH4A	ENSG00000111834	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP2781	Signaling by ERBB4	P0CG48	UBC(229-304)	ENSG00000150991	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP4932	7q11.23 copy number variation syndrome	ENSG00000120942	UBIAD1	ENSG00000120942	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5407	15q11q13 copy number variation	Q8IX21	SLF2	ENSG00000119906	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4905	1q21.1 copy number variation syndrome	ENSG00000116128	BCL9	ENSG00000116128	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5346	8p23.1 copy number variation syndrome	ENSG00000164362	TERT	ENSG00000164362	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4932	7q11.23 copy number variation syndrome	CHEBI:61049	FK506		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP5346	8p23.1 copy number variation syndrome	ENSG00000181856	GATA4	ENSG00000181856	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP3584	MECP2 and associated Rett syndrome	HMDB0000211	Myoinositol		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP4657	22q11.2 copy number variation syndrome	ENSG00000112658	SRF	ENSG00000112658	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5402	10q22q23 copy number variation	CHEBI:18420	Mg2+		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP4906	3q29 copy number variation syndrome	ENSG00000136997	C-MYC	ENSG00000136997	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP5346	8p23.1 copy number variation syndrome	ENSG00000175806	MsrA	ENSG00000175806	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4932	7q11.23 copy number variation syndrome	CHEBI:28790	5HT		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP4657	22q11.2 copy number variation syndrome	ENSG00000132155	Raf	ENSG00000132155	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4657	22q11.2 copy number variation syndrome	ENSG00000105695	MBP gene	ENSG00000105695	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP2781	Signaling by ERBB4	ENSG00000113140	SPARC gene	ENSG00000113140	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Rna
WP4906	3q29 copy number variation syndrome	ENSG00000165806	CASP7	ENSG00000165806	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4932	7q11.23 copy number variation syndrome	ENSG00000132646	PCNA	ENSG00000132646	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP408	Oxidative stress response	CHEBI:26523	ROS production		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP4932	7q11.23 copy number variation syndrome	CHEBI:15355	Acetylcholine		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP2781	Signaling by ERBB4	P0CG48	Ub-538-UBC(533-608)	ENSG00000150991	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP4942	15q13.3 copy number variation syndrome	ENSG00000259890	DNM1P50	ENSG00000259890	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4222	Phosphodiesterases in neuronal function	ENSG00000128655	PDE11A	ENSG00000128655	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4875	Disruption of postsynaptic signaling by CNV	ENSG00000148660	CAMK2G	ENSG00000148660	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5406	13q12.12 copy number variation	ENSG00000056558	TRAF1	ENSG00000056558	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4657	22q11.2 copy number variation syndrome	ENSG00000231086	TSSK1A	ENSG00000231086	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP3584	MECP2 and associated Rett syndrome	ENSG00000176697	BDNF gene	ENSG00000176697	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP4222	Phosphodiesterases in neuronal function	ENSG00000139053	PDE6H	ENSG00000139053	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5399	NPHP1 deletion syndrome	ENSG00000100030	ERK2	ENSG00000100030	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Pathway|http://vocabularies.wikipathways.org/wp#Protein
WP2781	Signaling by ERBB4	P0CG47	UBB(1-76)	ENSG00000170315	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Protein
WP5412	8q11.23 (RB1CC1) copy number variation	ENSG00000123395	ATG101	ENSG00000123395	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP2781	Signaling by ERBB4	ENSG00000107562	CXCL12 gene	ENSG00000107562	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP4657	22q11.2 copy number variation syndrome	ENSG00000171791	BCL2 Anti-apoptotic	ENSG00000171791	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP5346	8p23.1 copy number variation syndrome	CHEBI:17154	nicotinamide		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP4932	7q11.23 copy number variation syndrome	CHEBI:15355	O-acetylcholine		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP4657	22q11.2 copy number variation syndrome	WP78	OXPHOS  pathway		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Pathway
WP5408	15q25 copy number variation	http://rdf.wikipathways.org/Pathway/WP5408_r127198/Complex/a9a72	Neuronal AP-3
Adaptor complex		http://vocabularies.wikipathways.org/wp#Complex|http://vocabularies.wikipathways.org/wp#DataNode
WP4906	3q29 copy number variation syndrome	ENSG00000174007	CEP19	ENSG00000174007	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5408	15q25 copy number variation	ENSG00000197696	NMB	ENSG00000197696	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4942	15q13.3 copy number variation syndrome	ENSG00000175344	CHRNA7	ENSG00000175344	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP2781	Signaling by ERBB4	P0CG48	Ub-63-UBC(1-76)	ENSG00000150991	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP4657	22q11.2 copy number variation syndrome	ENSG00000114315	HES1	ENSG00000114315	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP4932	7q11.23 copy number variation syndrome	ENSG00000106682	EIF4H	ENSG00000106682	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4222	Phosphodiesterases in neuronal function	ENSG00000174233	ADCY6	ENSG00000174233	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4905	1q21.1 copy number variation syndrome	ENSG00000162836	ACP6	ENSG00000162836	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4932	7q11.23 copy number variation syndrome	ENSG00000198899	ATP6	ENSG00000198899	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP2781	Signaling by ERBB4	P62979	Ub-48-RPS27A(1-76)	ENSG00000143947	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP2781	Signaling by ERBB4	R-HSA-1254397	ERBB4s80:ESR1:estrogen		http://vocabularies.wikipathways.org/wp#Complex|http://vocabularies.wikipathways.org/wp#DataNode
WP4940	15q11.2 copy number variation syndrome	ENSG00000128159	TUBGCP6	ENSG00000128159	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4942	15q13.3 copy number variation syndrome	CHEBI:15355	Acetylcholine		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP5408	15q25 copy number variation	CHEBI:16704	Uridine		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP2781	Signaling by ERBB4	P00533	EGFR L747_T751del	ENSG00000146648	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Protein
WP4657	22q11.2 copy number variation syndrome	ENSG00000100075	SLC25A1	ENSG00000100075	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5346	8p23.1 copy number variation syndrome	ENSG00000132155	Ras	ENSG00000132155	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP2781	Signaling by ERBB4	P0CG48	Ub-310-UBC(305-380)	ENSG00000150991	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP5402	10q22q23 copy number variation	CHEBI:59789	S-Adenosylmethionine		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP5346	8p23.1 copy number variation syndrome	IPR000837	AP-1		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP4657	22q11.2 copy number variation syndrome	ENSG00000185245	GP1BA	ENSG00000185245	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP3584	MECP2 and associated Rett syndrome	ENSG00000152578	GRIA4	ENSG00000152578	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5346	8p23.1 copy number variation syndrome	ENSG00000181856	SLC2A4	ENSG00000181856	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP5402	10q22q23 copy number variation	ENSG00000015171	ZMYND11	ENSG00000015171	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4657	22q11.2 copy number variation syndrome	ENSG00000141027	NCOR1	ENSG00000141027	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5402	10q22q23 copy number variation	CHEBI:18420	MG2+		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
