"CNVassociated","disgenet_curated","Ensembl","Entrez_gene","fromDisGeNET","fromPublication","fromWikiPathways","gdascore","gLayCluster","HGNCsymbol","name","name.copy","PathwayID","Publication.doi","selected","shared name","snpID","WPNodeID","WPNodeIDType"
,"PSYGENET","ENSG00000149968","4314","1",,,"0.31","171","MMP3","MMP3","MMP3",,,"false","MMP3",,,
"1",,"ENSG00000062650",,,,"1",,"165","WAPL","WAPAL, WAPL","WAPAL, WAPL","WP5402",,"false","WAPAL, WAPL",,"ENSG00000062650","ensembl"
,"PSYGENET","ENSG00000163106","27306","1",,,"0.39","170","HPGDS","HPGDS","HPGDS",,,"false","HPGDS",,,
,,"ENSG00000115540",,,"1",,,"176","MOB4","MOB4","MOB4",,"10.1038/s41586-022-04434-5","false","MOB4","rs2914983",,
,,"ENSG00000140465",,,,"1",,"170","CYP1A1","CYP1A1","1543;CYP1A1","WP408",,"false","CYP1A1",,"1543","ncbigene"
,"PSYGENET","ENSG00000148842","54805","1",,,"0.45","177","CNNM2","CNNM2","CNNM2",,,"false","CNNM2",,,
"1",,"ENSG00000119333",,,,"1",,"176","DYNC2I2","WDR34","WDR34","WP4906",,"false","WDR34",,"ENSG00000119333","ensembl"
"1",,"ENSG00000183153",,,,"1",,"178","GJD3","GJD3","ENSG00000183153;GJD3","WP5407",,"false","GJD3",,"ENSG00000183153","ensembl"
,,"ENSG00000008441",,,,"1",,"179","NFIX","NFIX","4784;NFIX","WP408",,"false","NFIX",,"4784","ncbigene"
"1","PSYGENET","ENSG00000099889","421","1",,"1","0.46","180","ARVCF","ARVCF","ARVCF;ARVCF;ENSG00000099889","WP4657",,"false","ARVCF",,"ENSG00000099889","ensembl"
,"PSYGENET","ENSG00000100321","9145","1",,,"0.35","181","SYNGR1","SYNGR1","SYNGR1",,,"false","SYNGR1",,,
"1",,"ENSG00000253958",,,,"1",,"164","CLDN23","CLDN23","CLDN23","WP5346",,"false","CLDN23",,"ENSG00000253958","ensembl"
"1",,"ENSG00000187123",,,,"1",,"182","LYPD6","LYPD6","ENSG00000187123;LYPD6","WP5407",,"false","LYPD6",,"ENSG00000187123","ensembl"
"1","PSYGENET","ENSG00000128191","54487","1",,"1","0.31","166","DGCR8","DGCR8","DGCR8","WP4657",,"false","DGCR8",,"ENSG00000128191","ensembl"
"1",,"ENSG00000100084",,,,"1",,"167","HIRA","HIRA","ENSG00000100084;HIRA","WP4657",,"false","HIRA",,"ENSG00000100084","ensembl"
,"PSYGENET","ENSG00000008513","6482","1",,,"0.3","183","ST3GAL1","ST3GAL1","ST3GAL1",,,"false","ST3GAL1",,,
"1","PSYGENET","ENSG00000105695","4099","1",,"1","0.4","184","MAG","MAG","ENSG00000105695;MAG;MAG","WP3584, WP4657, WP5406",,"false","MAG",,"ENSG00000105695","ensembl"
,"PSYGENET","ENSG00000175220","392","1",,,"0.31","171","ARHGAP1","ARHGAP1","ARHGAP1",,,"false","ARHGAP1",,,
,"CTD_human","ENSG00000106688","6505","1",,,"0.5","185","SLC1A1","SLC1A1","SLC1A1",,,"false","SLC1A1",,,
"1",,"ENSG00000169918",,,,"1",,"186","OTUD7A","OTUD7A","ENSG00000169918;OTUD7A","WP4942, WP5407",,"false","OTUD7A",,"ENSG00000169918","ensembl"
"1",,"ENSG00000135439",,,,"1",,"164","AGAP2","AGAP2","AGAP2;ENSG00000135439","WP5408",,"false","AGAP2",,"ENSG00000135439","ensembl"
"1","PSYGENET","ENSG00000070010","7353","1",,"1","0.43","187","UFD1","UFD1","ENSG00000070010;UFD1;UFD1","WP4657",,"false","UFD1",,"ENSG00000070010","ensembl"
"1",,"ENSG00000138449",,,,"1",,"188","SLC40A1","SLC40A1","SLC40A1","WP4906",,"false","SLC40A1",,"ENSG00000138449","ensembl"
"1",,"ENSG00000070718",,,,"1",,"189","AP3M2","AP3M2","AP3M2","WP5408",,"false","AP3M2",,"P53677","uniprot"
"1","PSYGENET","ENSG00000099917","51586","1",,"1","0.32","190","MED15","ARC105, MED15;MED15","MED15","WP4657",,"false","ARC105, MED15;MED15",,"ENSG00000099917","ensembl"
"1",,"ENSG00000132639",,,,"1",,"170","SNAP25","SNAP25","SNAP25","WP4932",,"false","SNAP25",,"ENSG00000132639","ensembl"
,"PSYGENET","ENSG00000132670","5786","1",,,"0.32","171","PTPRA","PTPRA","PTPRA",,,"false","PTPRA",,,
"1","CTD_human","ENSG00000114388","10641","1",,"1","0.3","191","NPRL2","NPRL2","NPRL2","WP4657",,"false","NPRL2",,"ENSG00000114388","ensembl"
"1",,"ENSG00000120942",,,,"1",,"192","UBIAD1","UBIAD1","ENSG00000120942;UBIAD1","WP4932",,"false","UBIAD1",,"ENSG00000120942","ensembl"
,"PSYGENET","ENSG00000100697","23405","1",,,"0.32","166","DICER1","DICER1","DICER1",,,"false","DICER1",,,
,,"ENSG00000137154",,,,"1",,"193","RPS6","RPS6, S6","ENSG00000137154;RPS6, S6","WP3584",,"false","RPS6, S6",,"ENSG00000137154","ensembl"
"1","PSYGENET","ENSG00000166664","89832","1",,"1","0.4","186","CHRFAM7A","CHRFAM7A","CHRFAM7A","WP4942",,"false","CHRFAM7A",,"ENSG00000166664","ensembl"
,,"ENSG00000148660",,,,"1",,"164","CAMK2G","CAMK2G, CaMK2G","CAMK2G, CaMK2G","WP4875",,"false","CAMK2G, CaMK2G",,"ENSG00000148660","ensembl"
"1",,"ENSG00000172175",,,,"1",,"166","MALT1","MALT1","ENSG00000172175;MALT1","WP4657",,"false","MALT1",,"ENSG00000172175","ensembl"
"1",,"ENSG00000088986",,,,"1",,"176","DYNLL1","DYNLL1","DYNLL1","WP4906",,"false","DYNLL1",,"ENSG00000088986","ensembl"
"1",,"ENSG00000173273",,,,"1",,"165","TNKS","TNKS","ENSG00000173273;TNKS","WP5346",,"false","TNKS",,"ENSG00000173273","ensembl"
,"CTD_human","ENSG00000076356","5362","1",,,"0.37","171","PLXNA2","PLXNA2","PLXNA2",,,"false","PLXNA2",,,
"1",,"ENSG00000176692",,,,"1",,"194","FOXC2","FOXC2","ENSG00000176692;FOXC2","WP4657",,"false","FOXC2",,"ENSG00000176692","ensembl"
"1",,"ENSG00000119689",,,,"1",,"195","DLST","DLST","DLST","WP4932",,"false","DLST",,"ENSG00000119689","ensembl"
"1","PSYGENET","ENSG00000198785","116443","1",,"1","0.34","164","GRIN3A","GRIN3A","GRIN3A","WP5398",,"false","GRIN3A",,"ENSG00000198785","ensembl"
,"PSYGENET","ENSG00000131095","2670","1",,,"0.39","196","GFAP","GFAP","GFAP",,,"false","GFAP",,,
"1",,"ENSG00000163950",,,,"1",,"166","SLBP","SLBP","ENSG00000163950;SLBP","WP5346",,"false","SLBP",,"ENSG00000163950","ensembl"
"1",,"ENSG00000163964",,,,"1",,"197","PIGX","PIGX","PIGX","WP4906",,"false","PIGX",,"ENSG00000163964","ensembl"
"1",,"ENSG00000173402",,,,"1",,"164","DAG1","DAG1, DAG1-a","DAG1, DAG1-a","WP5406",,"false","DAG1, DAG1-a",,"ENSG00000173402","ensembl"
"1",,"ENSG00000115524",,,"1","1",,"166","SF3B1","SF3B1","SF3B1","WP4932","10.1038/s41586-022-04434-5","false","SF3B1","rs2914983","O75533","uniprot"
"1","PSYGENET","ENSG00000169760","22871","1",,"1","0.42","164","NLGN1","NLGN1","ENSG00000169760;NLGN1;NLGN1","WP4875, WP5398",,"false","NLGN1",,"ENSG00000169760","ensembl"
,"PSYGENET","ENSG00000184381","8398","1",,,"0.4","164","PLA2G6","PLA2G6","PLA2G6",,,"false","PLA2G6",,,
"1",,"ENSG00000111834",,,,"1",,"198","RSPH4A","RSPH4A","RSPH4A","WP5402",,"false","RSPH4A",,"ENSG00000111834","ensembl"
,"PSYGENET","ENSG00000112062","1432","1",,"1","0.33","166","MAPK14","MAPK14;MAPK14, p38, p38 MAPK, p38MAPK","MAPK14","WP408",,"false","MAPK14;MAPK14, p38, p38 MAPK, p38MAPK",,"1432","ncbigene"
,"PSYGENET","ENSG00000111181","6539","1",,,"0.33","199","SLC6A12","SLC6A12","SLC6A12",,,"false","SLC6A12",,,
"1",,"ENSG00000166147",,,,"1",,"200","FBN1","FBN1","FBN1","WP4932",,"false","FBN1",,"ENSG00000166147","ensembl"
,"CTD_human","ENSG00000102003","6855","1",,,"0.37","170","SYP","SYP","SYP",,,"false","SYP",,,
"1",,"ENSG00000124688",,,,"1",,"201","MAD2L1BP","MAD2L1BP","ENSG00000124688;MAD2L1BP","WP4906",,"false","MAD2L1BP",,"ENSG00000124688","ensembl"
,"PSYGENET","ENSG00000168394","6890","1",,"1","0.31","175","TAP1","TAP1","TAP1","WP3584",,"false","TAP1",,"ENSG00000168394","ensembl"
,"CTD_human","ENSG00000112053","116369","1",,,"0.3","202","SLC26A8","SLC26A8","SLC26A8",,,"false","SLC26A8",,,
,,"ENSG00000127152",,,"1",,,"190","BCL11B","BCL11B","BCL11B",,"10.1038/s41586-022-04434-5","false","BCL11B","rs1540840",,
,,"ENSG00000196132",,,,"1",,"203","MYT1","EML4, MGAT4B, MYT1, PSMD11, RBMS1, SRD6A1, SYBL1","EML4, MGAT4B, MYT1, PSMD11, RBMS1, SRD6A1, SYBL1;ENSG00000196132","WP3584",,"false","EML4, MGAT4B, MYT1, PSMD11, RBMS1, SRD6A1, SYBL1",,"ENSG00000196132","ensembl"
"1",,"ENSG00000163960",,,,"1",,"187","UBXN7","UBXN7","ENSG00000163960;UBXN7","WP4906",,"false","UBXN7",,"ENSG00000163960","ensembl"
"1",,"ENSG00000163959",,,,"1",,"204","SLC51A","SLC51A","SLC51A","WP4906",,"false","SLC51A",,"ENSG00000163959","ensembl"
,"CTD_human","ENSG00000068383","3632","1",,,"0.3","164","INPP5A","INPP5A","INPP5A",,,"false","INPP5A",,,
"1",,"ENSG00000163958",,,,"1",,"205","ZDHHC19","ZDHHC19","ZDHHC19","WP4906",,"false","ZDHHC19",,"ENSG00000163958","ensembl"
,"PSYGENET","ENSG00000100604","1113","1",,,"0.32","170","CHGA","CHGA","CHGA",,,"false","CHGA",,,
,"PSYGENET","ENSG00000173826","81033","1",,,"0.3","164","KCNH6","KCNH6","KCNH6",,,"false","KCNH6",,,
"1",,"ENSG00000148672",,,,"1",,"170","GLUD1","GLUD1","ENSG00000148672;GLUD1","WP4657, WP5402",,"false","GLUD1",,"ENSG00000148672","ensembl"
,"PSYGENET","ENSG00000172020","2596","1",,,"0.35","170","GAP43","GAP43","GAP43",,,"false","GAP43",,,
,"PSYGENET","ENSG00000214113","57128","1",,,"0.32","171","LYRM4","LYRM4","LYRM4",,,"false","LYRM4",,,
,"PSYGENET","ENSG00000148737","6934","1",,,"0.46","166","TCF7L2","TCF7L2","TCF7L2",,,"false","TCF7L2",,,
,"PSYGENET","ENSG00000110497","55626","1",,,"0.42","166","AMBRA1","AMBRA1","AMBRA1",,,"false","AMBRA1",,,
,"PSYGENET","ENSG00000109158","2557","1",,,"0.3","206","GABRA4","GABRA4","GABRA4",,,"false","GABRA4",,,
"1",,"ENSG00000143627",,,,"1",,"164","PKLR","PKLR","ENSG00000143627;PKLR","WP4932",,"false","PKLR",,"ENSG00000143627","ensembl"
,"CTD_human","ENSG00000110887","1610","1",,,"0.4","188","DAO","DAO","DAO",,,"false","DAO",,,
,"PSYGENET","ENSG00000055957","3697","1",,,"0.42","207","ITIH1","ITIH1","ITIH1",,,"false","ITIH1",,,
"1",,"ENSG00000050820",,,,"1",,"171","BCAR1","BCAR1","BCAR1","WP5399",,"false","BCAR1",,"ENSG00000050820","ensembl"
"1","PSYGENET","ENSG00000168036","1499","1",,"1","0.36","166","CTNNB1","B-Catenin, CTNNB1;CTNNB1","CTNNB1","WP4905, WP4932, WP5346",,"false","B-Catenin, CTNNB1;CTNNB1",,"ENSG00000168036","ensembl"
,"PSYGENET","ENSG00000171533","4135","1",,,"0.57","208","MAP6","MAP6","MAP6",,,"false","MAP6",,,
,"PSYGENET","ENSG00000124731","54210","1",,,"0.32","209","TREM1","TREM1","TREM1",,,"false","TREM1",,,
"1",,"ENSG00000132382",,,,"1",,"166","MYBBP1A","MYBBP1A","MYBBP1A","WP4932",,"false","MYBBP1A",,"Q9BQG0","uniprot"
"1",,"ENSG00000118900",,,,"1",,"167","UBN1","UBN1","ENSG00000118900;UBN1","WP5407",,"false","UBN1",,"ENSG00000118900","ensembl"
,,"ENSG00000103423",,,"1",,,"171","DNAJA3","DNAJA3","DNAJA3",,"10.1038/s41586-022-04434-5","false","DNAJA3","rs8048039",,
,"PSYGENET","ENSG00000189114","388552","1",,,"0.32","176","BLOC1S3","BLOC1S3","BLOC1S3",,,"false","BLOC1S3",,,
"1",,"ENSG00000049540",,,,"1",,"200","ELN","ELN","ELN;ENSG00000049540","WP4932",,"false","ELN",,"ENSG00000049540","ensembl"
"1",,"ENSG00000156831",,,,"1",,"165","NSMCE2","NSMCE2","NSMCE2","WP5407",,"false","NSMCE2",,"Q96MF7","uniprot"
,"PSYGENET","ENSG00000204681","2550","1",,,"0.46","206","GABBR1","GABBR1","GABBR1",,,"false","GABBR1",,,
,"PSYGENET","ENSG00000186297","2558","1",,,"0.31","210","GABRA5","GABRA5","GABRA5",,,"false","GABRA5",,,
,"PSYGENET","ENSG00000077943","8516","1",,,"0.31","164","ITGA8","ITGA8","ITGA8",,,"false","ITGA8",,,
"1",,"ENSG00000271503",,,,"1",,"171","CCL5","CCL5","CCL5;ENSG00000271503","WP4942, WP5407",,"false","CCL5",,"ENSG00000271503","ensembl"
,"PSYGENET","ENSG00000130287","1463","1",,,"0.35","171","NCAN","NCAN","NCAN",,,"false","NCAN",,,
"1",,"ENSG00000136937",,,,"1",,"166","NCBP1","NCBP1","NCBP1","WP4906",,"false","NCBP1",,"ENSG00000136937","ensembl"
,"PSYGENET","ENSG00000011376","23395","1",,,"0.31","211","LARS2","LARS2","LARS2",,,"false","LARS2",,,
"1",,"ENSG00000144895",,,,"1",,"193","EIF2A","EIF2A","EIF2A;ENSG00000144895","WP4932",,"false","EIF2A",,"ENSG00000144895","ensembl"
"1",,"ENSG00000198668",,,,"1",,"164","CALM1","CALM, CALM1, CAM, CaM, Calmodulin","CALM, CALM1, CAM, CaM, Calmodulin;ENSG00000198668","WP5407",,"false","CALM, CALM1, CAM, CaM, Calmodulin",,"ENSG00000198668","ensembl"
,"PSYGENET","ENSG00000146399","134864","1",,,"0.57","212","TAAR1","TAAR1","TAAR1",,,"false","TAAR1",,,
,,"ENSG00000183166",,,"1",,,"213","CALN1","CALN1","CALN1",,"10.1038/s41586-022-04434-5","false","CALN1","rs2944821",,
,"PSYGENET","ENSG00000134369","89796","1",,,"0.31","214","NAV1","NAV1","NAV1",,,"false","NAV1",,,
,"PSYGENET","ENSG00000164342","7098","1",,,"0.33","171","TLR3","TLR3","TLR3",,,"false","TLR3",,,
,"PSYGENET","ENSG00000187258","387129","1",,,"0.33","193","NPSR1","NPSR1","NPSR1",,,"false","NPSR1",,,
,"PSYGENET","ENSG00000104972","10859","1",,,"0.32","175","LILRB1","LILRB1","LILRB1",,,"false","LILRB1",,,
"1",,"ENSG00000168487",,,,"1",,"215","BMP1","BMP, BMP1","BMP, BMP1;ENSG00000168487","WP5346",,"false","BMP, BMP1",,"ENSG00000168487","ensembl"
"1",,"ENSG00000214575",,,,"1",,"165","CPEB1","CPEB1","CPEB1;ENSG00000214575","WP5408",,"false","CPEB1",,"ENSG00000214575","ensembl"
"1",,"ENSG00000103126",,,,"1",,"166","AXIN1","AXIN1","AXIN1;ENSG00000103126","WP5346",,"false","AXIN1",,"ENSG00000103126","ensembl"
"1",,"ENSG00000137822",,,,"1",,"216","TUBGCP4","TUBGCP4","TUBGCP4","WP4940",,"false","TUBGCP4",,"ENSG00000137822","ensembl"
,"PSYGENET","ENSG00000184634","9968","1",,,"0.49","190","MED12","MED12","MED12",,,"false","MED12",,,
"1","CTD_human","ENSG00000157168","3084","1",,"1","0.5","171","NRG1","NRG1","ENSG00000157168;NRG1;NRG1","WP4932",,"false","NRG1",,"ENSG00000157168","ensembl"
,"PSYGENET","ENSG00000136144","55213","1",,,"0.33","217","RCBTB1","RCBTB1","RCBTB1",,,"false","RCBTB1",,,
,,"ENSG00000156973",,,,"1",,"218","PDE6D","PDE6D","PDE6D","WP4222",,"false","PDE6D",,"ENSG00000156973","ensembl"
,"PSYGENET","ENSG00000134532","6660","1",,,"0.41","219","SOX5","SOX5","SOX5",,,"false","SOX5",,,
,"PSYGENET","ENSG00000012048","672","1",,,"0.31","166","BRCA1","BRCA1","BRCA1",,,"false","BRCA1",,,
,"CTD_human","ENSG00000069535","4129","1",,,"0.4","170","MAOB","MAOB","MAOB",,,"false","MAOB",,,
"1",,"ENSG00000169926",,,,"1",,"220","KLF13","KLF13","ENSG00000169926;KLF13","WP4942, WP5407",,"false","KLF13",,"ENSG00000169926","ensembl"
,"CTD_human","ENSG00000184845","1812","1",,"1","0.4","164","DRD1","DRD1","DRD1;DRD1;ENSG00000184845","WP4222",,"false","DRD1",,"ENSG00000184845","ensembl"
,,"ENSG00000096060",,,,"1",,"166","FKBP5","FKBP5","FKBP5","WP3584",,"false","FKBP5",,"ENSG00000096060","ensembl"
,"PSYGENET","ENSG00000135821","2752","1",,,"0.4","170","GLUL","GLUL","GLUL",,,"false","GLUL",,,
,,"ENSG00000159176",,,,"1",,"221","CSRP1","CSRP1","CSRP1","WP3584",,"false","CSRP1",,"ENSG00000159176","ensembl"
,"PSYGENET","ENSG00000142182","29947","1",,,"0.31","166","DNMT3L","DNMT3L","DNMT3L",,,"false","DNMT3L",,,
,"PSYGENET","ENSG00000162951","347730","1",,,"0.54","164","LRRTM1","LRRTM1","LRRTM1",,,"false","LRRTM1",,,
,"PSYGENET","ENSG00000179869","154664","1",,,"0.42","222","ABCA13","ABCA13","ABCA13",,,"false","ABCA13",,,
,"PSYGENET","ENSG00000156110","132","1",,,"0.31","176","ADK","ADK","ADK",,,"false","ADK",,,
"1",,"ENSG00000127586",,,,"1",,"165","CHTF18","CHTF18","CHTF18;ENSG00000127586","WP4932",,"false","CHTF18",,"ENSG00000127586","ensembl"
,,"ENSG00000204969",,,"1",,,"223","PCDHA2","PCDHA2","PCDHA2",,"10.1038/s41586-022-04434-5","false","PCDHA2","rs10069930",,
,,"ENSG00000008394",,,,"1",,"170","MGST1","MGST1","MGST1","WP408",,"false","MGST1",,"4257","ncbigene"
,"PSYGENET","ENSG00000204267","6891","1",,,"0.32","175","TAP2","TAP2","TAP2",,,"false","TAP2",,,
,"PSYGENET","ENSG00000084207","2950","1",,,"0.36","170","GSTP1","GSTP1","GSTP1",,,"false","GSTP1",,,
"1",,"ENSG00000156232",,,,"1",,"171","WHAMM","WHAMM","WHAMM","WP5408",,"false","WHAMM",,"ENSG00000156232","ensembl"
,"PSYGENET","ENSG00000176406","9699","1",,,"0.31","224","RIMS2","RIMS2","RIMS2",,,"false","RIMS2",,,
,,"ENSG00000120071",,,"1",,,"167","KANSL1","KANSL1","KANSL1",,"10.1038/s41586-022-04434-5","false","KANSL1","rs2532240",,
,"PSYGENET","ENSG00000120907","148","1",,,"0.4","225","ADRA1A","ADRA1A","ADRA1A",,,"false","ADRA1A",,,
,"PSYGENET","ENSG00000178695","115207","1",,,"0.3","226","KCTD12","KCTD12","KCTD12",,,"false","KCTD12",,,
"1",,"ENSG00000082512",,,,"1",,"171","TRAF5","TRAF5","TRAF5","WP5406",,"false","TRAF5",,"ENSG00000082512","ensembl"
"1",,"ENSG00000104067",,,,"1",,"178","TJP1","TJP1","ENSG00000104067;TJP1","WP4875, WP4905, WP5407",,"false","TJP1",,"ENSG00000104067","ensembl"
,"CTD_human","ENSG00000145864","2561","1",,,"0.4","206","GABRB2","GABRB2","GABRB2",,,"false","GABRB2",,,
"1",,"ENSG00000100387",,,,"1",,"166","RBX1","RBX1","RBX1","WP4657",,"false","RBX1",,"ENSG00000100387","ensembl"
"1",,"ENSG00000099624",,,,"1",,"195","ATP5F1D","ATP5D","ATP5D","WP4932",,"false","ATP5D",,"ENSG00000099624","ensembl"
,"PSYGENET","ENSG00000063854","3029","1",,,"0.31","227","HAGH","HAGH","HAGH",,,"false","HAGH",,,
,,"ENSG00000167004",,,"1",,,"175","PDIA3","PDIA3","PDIA3",,"10.1038/s41586-022-04434-5","false","PDIA3","rs2929278",,
"1",,"ENSG00000145107",,,,"1",,"228","TM4SF19","TM4SF19","TM4SF19","WP4906",,"false","TM4SF19",,"ENSG00000145107","ensembl"
"1",,"ENSG00000010704",,,,"1",,"188","HFE","HFE","ENSG00000010704;HFE","WP4906",,"false","HFE",,"ENSG00000010704","ensembl"
,"PSYGENET","ENSG00000146376","93663","1",,,"0.32","229","ARHGAP18","ARHGAP18","ARHGAP18",,,"false","ARHGAP18",,,
"1",,"ENSG00000140600",,,,"1",,"171","SH3GL3","SH3GL3","ENSG00000140600;SH3GL3","WP5402, WP5408",,"false","SH3GL3",,"ENSG00000140600","ensembl"
,"CTD_human","ENSG00000196357","147929","1",,,"0.3","230","ZNF565","ZNF565","ZNF565",,,"false","ZNF565",,,
"1",,"ENSG00000263001",,,,"1",,"231","GTF2I","GTF2I","ENSG00000263001;GTF2I","WP4932",,"false","GTF2I",,"ENSG00000263001","ensembl"
"1",,"ENSG00000108061",,,,"1",,"164","SHOC2","SHOC2","SHOC2","WP4657",,"false","SHOC2",,"ENSG00000108061","ensembl"
,"CTD_human","ENSG00000145863","2559","1",,,"0.32","232","GABRA6","GABRA6","GABRA6",,,"false","GABRA6",,,
"1",,"ENSG00000161671",,,,"1",,"233","EMC10","EMC10","EMC10;ENSG00000161671","WP4657",,"false","EMC10",,"ENSG00000161671","ensembl"
"1",,"ENSG00000118363",,,,"1",,"156","SPCS2","SPCS2","SPCS2","WP5408",,"false","SPCS2",,"ENSG00000118363","ensembl"
,"CTD_human","ENSG00000196367","8295","1",,,"0.32","166","TRRAP","TRRAP","TRRAP",,,"false","TRRAP",,,
,"CTD_human","ENSG00000153060","146279","1",,,"0.3","234","TEKT5","TEKT5","TEKT5",,,"false","TEKT5",,,
,"PSYGENET","ENSG00000118971","894","1",,,"0.31","166","CCND2","CCND2","CCND2",,,"false","CCND2",,,
,"PSYGENET","ENSG00000070778","11099","1",,,"0.31","235","PTPN21","PTPN21","PTPN21",,,"false","PTPN21",,,
,"PSYGENET","ENSG00000001084","2729","1",,"1","0.32","188","GCLC","GCLC","GCLC","WP408",,"false","GCLC",,"2729","ncbigene"
,"PSYGENET","ENSG00000226979","4049","1",,,"0.35","171","LTA","LTA","LTA",,,"false","LTA",,,
,,"ENSG00000131409",,,"1",,,"236","LRRC4B","LRRC4B","LRRC4B",,"10.1038/s41586-022-04434-5","false","LRRC4B","rs2387414",,
"1",,"ENSG00000146755",,,,"1",,"237","TRIM50","TRIM50","ENSG00000146755;TRIM50","WP4932",,"false","TRIM50",,"ENSG00000146755","ensembl"
,,"ENSG00000111886",,,,"1",,"238","GABRR2","GABRR2","ENSG00000111886;GABRR2","WP3584",,"false","GABRR2",,"ENSG00000111886","ensembl"
"1",,"ENSG00000124795",,,,"1",,"166","DEK","DEK","DEK","WP4932",,"false","DEK",,"P35659","uniprot"
,,"ENSG00000117593",,,"1",,,"239","DARS2","DARS2","DARS2",,"10.1038/s41586-022-04434-5","false","DARS2","rs61828917",,
,"PSYGENET","ENSG00000143786","149111","1",,,"0.31","164","CNIH3","CNIH3","CNIH3",,,"false","CNIH3",,,
,,"ENSG00000142599",,,"1",,,"166","RERE","RERE","RERE",,"10.1038/s41586-022-04434-5","false","RERE","rs11121172",,
,"PSYGENET","ENSG00000023228","4719","1",,,"0.32","195","NDUFS1","NDUFS1","NDUFS1",,,"false","NDUFS1",,,
"1",,"ENSG00000146425",,,,"1",,"176","DYNLT1","DYNLT1","DYNLT1","WP4906",,"false","DYNLT1",,"ENSG00000146425","ensembl"
"1",,"ENSG00000162836",,,,"1",,"240","ACP6","ACP6","ACP6","WP4905",,"false","ACP6",,"ENSG00000162836","ensembl"
"1",,"ENSG00000122376",,,,"1",,"241","SHLD2","SHLD2","SHLD2","WP5402",,"false","SHLD2",,"ENSG00000122376","ensembl"
"1","PSYGENET","ENSG00000121634","2703","1",,"1","0.41","178","GJA8","GJA8","ENSG00000121634;GJA8;GJA8","WP4905",,"false","GJA8",,"ENSG00000121634","ensembl"
"1",,"ENSG00000169375",,,,"1",,"166","SIN3A","SIN3A","SIN3A","WP3584, WP5407",,"false","SIN3A",,"ENSG00000169375","ensembl"
"1",,"ENSG00000123096",,,,"1",,"164","SSPN","SSPN","SSPN","WP5406",,"false","SSPN",,"ENSG00000123096","ensembl"
"1",,"ENSG00000213024",,,,"1",,"166","NUP62","NUP62","ENSG00000213024;NUP62","WP4932",,"false","NUP62",,"ENSG00000213024","ensembl"
,,"ENSG00000112893",,,"1",,,"242","MAN2A1","MAN2A1","MAN2A1",,"10.1038/s41586-022-04434-5","false","MAN2A1","rs35164357",,
,"PSYGENET","ENSG00000158321","26053","1",,,"0.31","243","AUTS2","AUTS2","AUTS2",,,"false","AUTS2",,,
"1",,"ENSG00000106617",,,,"1",,"190","PRKAG2","PRKAG2","PRKAG2","WP4905",,"false","PRKAG2",,"ENSG00000106617","ensembl"
,,"ENSG00000120658",,,"1",,,"244","ENOX1","ENOX1","ENOX1",,"10.1038/s41586-022-04434-5","false","ENOX1","rs11619756",,
"1",,"ENSG00000159423",,,,"1",,"170","ALDH4A1","ALDH4A1","ALDH4A1","WP4657",,"false","ALDH4A1",,"ENSG00000159423","ensembl"
,"CTD_human","ENSG00000135541","54806","1",,,"0.4","245","AHI1","AHI1","AHI1",,,"false","AHI1",,,
,"PSYGENET","ENSG00000189058","347","1",,,"0.35","171","APOD","APOD","APOD",,,"false","APOD",,,
,,"ENSG00000041357",,,"1",,,"186","PSMA4","PSMA4","PSMA4",,"10.1038/s41586-022-04434-5","false","PSMA4","rs3813567",,
,"PSYGENET","ENSG00000197283","8831","1",,"1","0.63","164","SYNGAP1","SYNGAP1","SYNGAP1","WP4875",,"false","SYNGAP1",,"ENSG00000197283","ensembl"
"1",,"ENSG00000187553",,,,"1",,"170","CYP26C1","CYP26C1","CYP26C1","WP4657",,"false","CYP26C1",,"ENSG00000187553","ensembl"
"1",,"ENSG00000102683",,,,"1",,"164","SGCG","SGCG","ENSG00000102683;SGCG","WP5406",,"false","SGCG",,"ENSG00000102683","ensembl"
,"CTD_human","ENSG00000149564","90952","1",,,"0.3","178","ESAM","ESAM","ESAM",,,"false","ESAM",,,
,"PSYGENET","ENSG00000183826","114781","1",,,"0.31","187","BTBD9","BTBD9","BTBD9",,,"false","BTBD9",,,
,"CTD_human","ENSG00000100362","5816","1",,,"0.4","170","PVALB","PVALB","PVALB",,,"false","PVALB",,,
,"PSYGENET","ENSG00000115649","27013","1",,,"0.31","246","CNPPD1","CNPPD1","CNPPD1",,,"false","CNPPD1",,,
,"PSYGENET","ENSG00000151892","2674","1",,,"0.31","171","GFRA1","GFRA1","GFRA1",,,"false","GFRA1",,,
,"PSYGENET","ENSG00000130649","1571","1",,,"0.33","170","CYP2E1","CYP2E1","CYP2E1",,,"false","CYP2E1",,,
,"PSYGENET","ENSG00000101384","182","1",,,"0.31","247","JAG1","JAG1","JAG1",,,"false","JAG1",,,
,,"ENSG00000164985",,,,"1",,"167","PSIP1","PSIP1","ENSG00000164985;PSIP1","WP3584",,"false","PSIP1",,"ENSG00000164985","ensembl"
"1",,"ENSG00000198626",,,,"1",,"164","RYR2","RYR2","ENSG00000198626;RYR2","WP4875, WP5408",,"false","RYR2",,"ENSG00000198626","ensembl"
,"PSYGENET","ENSG00000171408","27115","1",,"1","0.34","176","PDE7B","PDE7B","PDE7B","WP4222",,"false","PDE7B",,"ENSG00000171408","ensembl"
