PathwayID	PathwayTitle	Identifier	name	Ensembl	NodeIDType	CNVassociated	NodeID
WP4875	Disruption of postsynaptic signaling by CNV	5594	ERK2, MAPK, MAPK1, MAPK2	ENSG00000100030	ncbigene	1	5594
WP4657	22q11.2 copy number variation syndrome	WP3561	tRNA modification in the  nucleus and cytosol		wikipathways	1	WP3561
WP4905, WP4932, WP5346	1q21.1 copy number variation syndrome, 7q11.23 copy number variation syndrome, 8p23.1 copy number variation syndrome	ENSG00000168036	B-Catenin, CTNNB1	ENSG00000168036	ensembl	1	ENSG00000168036
WP3584	MECP2 and associated Rett syndrome	ENSG00000140443	IGF-1, IGF1R, IGF1rec, Insulin-like growth factor 1 receptor	ENSG00000140443	ensembl	0	ENSG00000140443
WP4942	15q13.3 copy number variation syndrome	MI0000287	hsa-mir-211	ENSG00000207702	mirbase	1	MI0000287
WP4942	15q13.3 copy number variation syndrome	PF00153	ADP/ATP translocases		pfam	1	PF00153
WP5402	10q22q23 copy number variation	ENSG00000132170	PPARG, PPARG gene, PPARγ	ENSG00000132170	ensembl	1	ENSG00000132170
WP5398	NRXN1 deletion syndrome	ENSG00000120251	GRIA2, GRIA2 gene	ENSG00000120251	ensembl	0	ENSG00000120251
WP4906	3q29 copy number variation syndrome	ENSG00000265850	hsa-mir-4797	ENSG00000265850	ensembl	1	ENSG00000265850
WP3584	MECP2 and associated Rett syndrome	MIMAT0000231	hsa-miR-199a-5p		mirbase.mature	0	MIMAT0000231
WP4222, WP4657	22q11.2 copy number variation syndrome, Phosphodiesterases in neuronal function	ENSG00000149295	DRD2	ENSG00000149295	ensembl	1	ENSG00000149295
WP2781	Signaling by ERBB4	R-HSA-157343	gamma-secretase complex		reactome	0	R-HSA-157343
WP4657	22q11.2 copy number variation syndrome	ENSG00000143365	RORC, RORC gene, RORgt, RORyt	ENSG00000143365	ensembl	1	ENSG00000143365
WP3584	MECP2 and associated Rett syndrome	ENSG00000147133	TAF1	ENSG00000147133	ensembl	0	ENSG00000147133
WP2781	Signaling by ERBB4	R-HSA-1250382	GRB2:SOS1:p-Y349,350-SHC1:p-ERBB4		reactome	0	R-HSA-1250382
WP4657	22q11.2 copy number variation syndrome	ENSG00000099940	SNAP29	ENSG00000099940	ensembl	1	ENSG00000099940
WP4940	15q11.2 copy number variation syndrome	ENSG00000275835	TUBGCP5	ENSG00000275835	ensembl	1	ENSG00000275835
WP4657	22q11.2 copy number variation syndrome	ENSG00000233471	KRT18P62	ENSG00000233471	ensembl	1	ENSG00000233471
WP4905	1q21.1 copy number variation syndrome	ENSG00000111725	AMPK, PRKAB1	ENSG00000111725	ensembl	1	ENSG00000111725
WP408	Oxidative stress response	847	CAT, Catalase	ENSG00000121691	ncbigene	0	847
WP4906	3q29 copy number variation syndrome	CHEBI:57379	Palmitoyl-CoA, hexadecanoyl-CoA, palmitoyl-CoA(4−)		chebi	1	CHEBI:57379
WP5398	NRXN1 deletion syndrome	ENSG00000146938	NLGN4X	ENSG00000146938	ensembl	0	ENSG00000146938
WP4932	7q11.23 copy number variation syndrome	CHEBI:61049	FK506, Tacrolimus		chebi	1	CHEBI:61049
WP5408	15q25 copy number variation	ENSG00000117394	GLUT1, SLC2A1	ENSG00000117394	ensembl	1	ENSG00000117394
WP2781	Signaling by ERBB4	ENSG00000105963	ADAP1 gene	ENSG00000105963	ensembl	0	ENSG00000105963
WP3584	MECP2 and associated Rett syndrome	ENSG00000173786	CNP	ENSG00000173786	ensembl	0	ENSG00000173786
WP4657	22q11.2 copy number variation syndrome	WP1870	Neurotransmitter clearance		wikipathways	1	WP1870
WP4906	3q29 copy number variation syndrome	ENSG00000126870	WDR60	ENSG00000126870	ensembl	1	ENSG00000126870
WP4657	22q11.2 copy number variation syndrome	ENSG00000164690	SHH	ENSG00000164690	ensembl	1	ENSG00000164690
WP2781	Signaling by ERBB4	CHEBI:50114	ESTG, Estrogen, Estrogens, estrogen, oestrogen		chebi	0	CHEBI:50114
WP3584, WP4222	MECP2 and associated Rett syndrome, Phosphodiesterases in neuronal function	HMDB0000073	Dopamine		hmdb	0	HMDB0000073
WP5408	15q25 copy number variation	ENSG00000186628	FSD2	ENSG00000186628	ensembl	1	ENSG00000186628
WP4932	7q11.23 copy number variation syndrome	ENSG00000009950	MLXIPL	ENSG00000009950	ensembl	1	ENSG00000009950
WP5402	10q22q23 copy number variation	ENSG00000111834	RSPH4A	ENSG00000111834	ensembl	1	ENSG00000111834
WP4906	3q29 copy number variation syndrome	ENSG00000273331	TM4SF19-TCTEX1D2	ENSG00000273331	ensembl	1	ENSG00000273331
WP5402	10q22q23 copy number variation	http://rdf.wikipathways.org/Pathway/WP5402_r127208/Complex/bad82	axonemal radial spoke 
complex 1 (RS1)		Complex	1	http://rdf.wikipathways.org/Pathway/WP5402_r127208/Complex/bad82
WP5406	13q12.12 copy number variation	ENSG00000108823	SGCA	ENSG00000108823	ensembl	1	ENSG00000108823
WP3584	MECP2 and associated Rett syndrome	ENSG00000196712	NF1	ENSG00000196712	ensembl	0	ENSG00000196712
WP5406	13q12.12 copy number variation	ENSG00000240654	C1QTNF9	ENSG00000240654	ensembl	1	ENSG00000240654
WP3584	MECP2 and associated Rett syndrome	ENSG00000128683	GAD1, GAD1 gene	ENSG00000128683	ensembl	0	ENSG00000128683
WP4932	7q11.23 copy number variation syndrome	ENSG00000252538	RNU6-1070P	ENSG00000252538	ensembl	1	ENSG00000252538
WP4932	7q11.23 copy number variation syndrome	ENSG00000049541	RFC2	ENSG00000049541	ensembl	1	ENSG00000049541
WP5346	8p23.1 copy number variation syndrome	3137320	Talazoparib		chembl.compound	1	3137320
WP3584	MECP2 and associated Rett syndrome	HMDB0000259	5-HT, Serotonin		hmdb	0	HMDB0000259
WP5407	15q11q13 copy number variation	ENSG00000198752	CDC42BPB	ENSG00000198752	ensembl	1	ENSG00000198752
WP2781	Signaling by ERBB4	R-HSA-1250351	p-ERBB4cyt1 homodimers		reactome	0	R-HSA-1250351
WP4657	22q11.2 copy number variation syndrome	WP272	Blood Clotting  Cascade, Blood Clotting Cascade, Blood clotting  cascade		wikipathways	1	WP272
WP4906	3q29 copy number variation syndrome	ENSG00000163960	UBXN7	ENSG00000163960	ensembl	1	ENSG00000163960
WP3584	MECP2 and associated Rett syndrome	ENSG00000221869	C/EBP, CEBPD, CEBPD gene	ENSG00000221869	ensembl	0	ENSG00000221869
WP5346	8p23.1 copy number variation syndrome	ENSG00000144381	HSPD1, HSPD1 gene	ENSG00000144381	ensembl	1	ENSG00000144381
WP2781	Signaling by ERBB4	R-HSA-1247495	NRG1/2:ERBB3		reactome	0	R-HSA-1247495
WP4657	22q11.2 copy number variation syndrome	ENSG00000093009	CDC45, CDC45 gene	ENSG00000093009	ensembl	1	ENSG00000093009
WP4222	Phosphodiesterases in neuronal function	ENSG00000105650	PDE4C	ENSG00000105650	ensembl	0	ENSG00000105650
WP4906, WP5402	10q22q23 copy number variation, 3q29 copy number variation syndrome	ENSG00000137845	ADAM10	ENSG00000137845	ensembl	1	ENSG00000137845
WP408	Oxidative stress response	2729	GCLC	ENSG00000001084	ncbigene	0	2729
WP5407	15q11q13 copy number variation	ENSG00000142192	APP, APP gene, Amyloid-beta precursor protein	ENSG00000142192	ensembl	1	ENSG00000142192
WP4932	7q11.23 copy number variation syndrome	ENSG00000252713	RNU6-1198P	ENSG00000252713	ensembl	1	ENSG00000252713
WP5346	8p23.1 copy number variation syndrome	ENSG00000175806	MSRA, MsrA	ENSG00000175806	ensembl	1	ENSG00000175806
WP2781	Signaling by ERBB4	Q8WW43	APH1B	ENSG00000138613	uniprot	0	Q8WW43
WP5405	13q12 or CRYL1 copy number variation	CHEBI:38083	Malonate		chebi	1	CHEBI:38083
WP3584	MECP2 and associated Rett syndrome	HMDB0002393	NMDA		hmdb	0	HMDB0002393
WP4932	7q11.23 copy number variation syndrome	ENSG00000144895	EIF2A	ENSG00000144895	ensembl	1	ENSG00000144895
WP5402	10q22q23 copy number variation	CHEBI:57844	L-Met, L-methionine, Methionine		chebi	1	CHEBI:57844
WP4932	7q11.23 copy number variation syndrome	WP4861	ER stress, Integrative stress response		wikipathways	1	WP4861
WP4657	22q11.2 copy number variation syndrome	HMDB0006285	4-oxo-Retinoic acid		hmdb	1	HMDB0006285
WP4875	Disruption of postsynaptic signaling by CNV	ENSG00000058404	CAMK2B, CaMK2B	ENSG00000058404	ensembl	1	ENSG00000058404
WP4657, WP4932	22q11.2 copy number variation syndrome, 7q11.23 copy number variation syndrome	ENSG00000184113	CLDN5, CLDN5 gene	ENSG00000184113	ensembl	1	ENSG00000184113
WP5346	8p23.1 copy number variation syndrome	ENSG00000171056	SOX7	ENSG00000171056	ensembl	1	ENSG00000171056
WP4657	22q11.2 copy number variation syndrome	ENSG00000099899	TRMT2A	ENSG00000099899	ensembl	1	ENSG00000099899
WP4875, WP5398	Disruption of postsynaptic signaling by CNV, NRXN1 deletion syndrome	ENSG00000169992	NLGN2	ENSG00000169992	ensembl	1	ENSG00000169992
WP4657	22q11.2 copy number variation syndrome	ENSG00000100033	PRODH	ENSG00000100033	ensembl	1	ENSG00000100033
WP4657, WP4932	22q11.2 copy number variation syndrome, 7q11.23 copy number variation syndrome	ENSG00000171720	HDAC3	ENSG00000171720	ensembl	1	ENSG00000171720
WP4657	22q11.2 copy number variation syndrome	ENSG00000099910	KLHL22	ENSG00000099910	ensembl	1	ENSG00000099910
WP4905	1q21.1 copy number variation syndrome	ENSG00000121634	GJA8	ENSG00000121634	ensembl	1	ENSG00000121634
WP4657	22q11.2 copy number variation syndrome	HMDB0002104	L-Glutamic gamma-semialdehyde, L-Glutamic-gamma-semialdehyde		hmdb	1	HMDB0002104
WP4932, WP5346, WP5399	7q11.23 copy number variation syndrome, 8p23.1 copy number variation syndrome, NPHP1 deletion syndrome	ENSG00000102882	ERK, ERK1, MAPK3	ENSG00000102882	ensembl	1	ENSG00000102882
WP4083	Reelin signaling pathway	R-HSA-8855226	RELN:VLDLR:p-Y198,220,232-DAB1:SH3KBP1		reactome	0	R-HSA-8855226
WP5406	13q12.12 copy number variation	ENSG00000067560	RHOA, RhoA	ENSG00000067560	ensembl	1	ENSG00000067560
WP4905	1q21.1 copy number variation syndrome	CHEBI:17735	N,N-dimethylaniline N-oxide		chebi	1	CHEBI:17735
WP4657	22q11.2 copy number variation syndrome	ENSG00000070371	CLTCL1	ENSG00000070371	ensembl	1	ENSG00000070371
WP4906	3q29 copy number variation syndrome	ENSG00000224652	LINC00885	ENSG00000224652	ensembl	1	ENSG00000224652
WP3584	MECP2 and associated Rett syndrome	MIMAT0004594	hsa-miR-132-5p, miR-132		mirbase.mature	0	MIMAT0004594
WP2781	Signaling by ERBB4	P0CG48	N6-glycyl-L-lysine-UBC(1-76), N6-glycyl-L-lysine-UBC(153-228), N6-glycyl-L-lysine-UBC(229-304), N6-glycyl-L-lysine-UBC(305-380), N6-glycyl-L-lysine-UBC(381-456), N6-glycyl-L-lysine-UBC(457-532), N6-glycyl-L-lysine-UBC(533-608), N6-glycyl-L-lysine-UBC(609-684), N6-glycyl-L-lysine-UBC(77-152), UBC, UBC(1-76), UBC(153-228), UBC(229-304), UBC(305-380), UBC(381-456), UBC(457-532), UBC(533-608), UBC(609-684), UBC(77-152), Ub-11-UBC(1-76), Ub-124-UBC(77-152), Ub-139-UBC(77-152), Ub-158-UBC(153-228), Ub-163-UBC(153-228), Ub-200-UBC(153-228), Ub-215-UBC(153-228), Ub-234-UBC(229-304), Ub-239-UBC(229-304), Ub-276-UBC(229-304), Ub-291-UBC(229-304), Ub-310-UBC(305-380), Ub-315-UBC(305-380), Ub-352-UBC(305-380), Ub-367-UBC(305-380), Ub-386-UBC(381-456), Ub-391-UBC(381-456), Ub-428-UBC(381-456), Ub-443-UBC(381-456), Ub-462-UBC(457-532), Ub-467-UBC(457-532), Ub-48-UBC(1-76), Ub-504-UBC(457-532), Ub-519-UBC(457-532), Ub-538-UBC(533-608), Ub-543-UBC(533-608), Ub-580-UBC(533-608), Ub-595-UBC(533-608), Ub-6-UBC(1-76), Ub-614-UBC(609-684), Ub-619-UBC(609-684), Ub-63-UBC(1-76), Ub-656-UBC(609-684), Ub-671-UBC(609-684), Ub-82-UBC(77-152), Ub-87-UBC(77-152), Ubiquitin, adenylatedG152-UBC(77-152), adenylatedG228-UBC(153-228), adenylatedG304-UBC(229-304), adenylatedG380-UBC(305-380), adenylatedG456-UBC(381-456), adenylatedG532-UBC(457-532), adenylatedG608-UBC(533-608), adenylatedG684-UBC(609-684), adenylatedG76-UBC(1-76)	ENSG00000150991	uniprot	0	P0CG48
WP4942, WP5407	15q11q13 copy number variation, 15q13.3 copy number variation syndrome	ENSG00000198690	FAN1	ENSG00000198690	ensembl	1	ENSG00000198690
WP4657	22q11.2 copy number variation syndrome	ENSG00000215012	RTL10	ENSG00000215012	ensembl	1	ENSG00000215012
WP5402	10q22q23 copy number variation	ENSG00000062650	WAPAL, WAPL	ENSG00000062650	ensembl	1	ENSG00000062650
WP5406	13q12.12 copy number variation	ENSG00000123096	SSPN	ENSG00000123096	ensembl	1	ENSG00000123096
WP3584	MECP2 and associated Rett syndrome	MIMAT0000753	hsa-miR-342-3p		mirbase.mature	0	MIMAT0000753
WP5408	15q25 copy number variation	ENSG00000198900	TOP1	ENSG00000198900	ensembl	1	ENSG00000198900
WP5346	8p23.1 copy number variation syndrome	IPR000837	AP-1		interpro	1	IPR000837
WP4222	Phosphodiesterases in neuronal function	ENSG00000172572	PDE3, PDE3A	ENSG00000172572	ensembl	0	ENSG00000172572
WP5406	13q12.12 copy number variation	ENSG00000163069	SGCB	ENSG00000163069	ensembl	1	ENSG00000163069
WP2781, WP5402	10q22q23 copy number variation, Signaling by ERBB4	ENSG00000178568	ERBB4, ERBB4 gene, ErbB-4	ENSG00000178568	ensembl	1	ENSG00000178568
WP4657	22q11.2 copy number variation syndrome	ENSG00000276427	IGLL4P	ENSG00000276427	ensembl	1	ENSG00000276427
WP2781	Signaling by ERBB4	R-HSA-109783	p21 RAS:GTP		reactome	0	R-HSA-109783
WP4905	1q21.1 copy number variation syndrome	WP368	Fatty Acid Oxidation, Fatty acid b-oxidation, Mitochondrial LC-Fatty Acid Beta-Oxidation, Mitochondrial long chain  fatty acid beta-oxidation, mitochondrial beta-oxidation		wikipathways	1	WP368
WP3584	MECP2 and associated Rett syndrome	MIMAT0000425	hsa-miR-130a		mirbase.mature	0	MIMAT0000425
WP5402	10q22q23 copy number variation	ENSG00000116670	MAD2L2	ENSG00000116670	ensembl	1	ENSG00000116670
WP4905	1q21.1 copy number variation syndrome	ENSG00000272480	OR13Z3P	ENSG00000272480	ensembl	1	ENSG00000272480
WP4906, WP4932	3q29 copy number variation syndrome, 7q11.23 copy number variation syndrome	ENSG00000136997	C-MYC, MYC, MYC gene, c-MYC, c-Myc	ENSG00000136997	ensembl	1	ENSG00000136997
WP4657	22q11.2 copy number variation syndrome	MIMAT0000707	hsa-miR-363		mirbase.mature	1	MIMAT0000707
WP2781	Signaling by ERBB4	R-HSA-9612446	ERBB4jmAcyt1s80:MXD4 gene		reactome	0	R-HSA-9612446
WP2781	Signaling by ERBB4	R-HSA-507927	p-Y694-STAT5A homodimer		reactome	0	R-HSA-507927
WP4875	Disruption of postsynaptic signaling by CNV	ENSG00000150672	DLG2	ENSG00000150672	ensembl	1	ENSG00000150672
WP5346	8p23.1 copy number variation syndrome	ENSG00000072694	FCGR2B	ENSG00000072694	ensembl	1	ENSG00000072694
WP5402	10q22q23 copy number variation	ENSG00000120659	IL1/4/6/7, RANK, TNF-a, TNFSF11	ENSG00000120659	ensembl	1	ENSG00000120659
WP3584	MECP2 and associated Rett syndrome	MIMAT0000227	hsa-miR-197-3p		mirbase.mature	0	MIMAT0000227
WP5412	8q11.23 (RB1CC1) copy number variation	ENSG00000232810	TNF, TNF alpha, TNF gene, TNF-a, TNF-α, TNFA	ENSG00000232810	ensembl	1	ENSG00000232810
WP2781	Signaling by ERBB4	R-HSA-9612270	ERBB4s80:ADAP1 gene		reactome	0	R-HSA-9612270
WP5402	10q22q23 copy number variation	ENSG00000165678	GHITM	ENSG00000165678	ensembl	1	ENSG00000165678
WP4932	7q11.23 copy number variation syndrome	ENSG00000127586	CHTF18	ENSG00000127586	ensembl	1	ENSG00000127586
WP5346	8p23.1 copy number variation syndrome	ENSG00000163623	NKX6-1, NKX6-1 gene	ENSG00000163623	ensembl	1	ENSG00000163623
WP4222	Phosphodiesterases in neuronal function	ENSG00000156973	PDE6D	ENSG00000156973	ensembl	0	ENSG00000156973
WP5406	13q12.12 copy number variation	ENSG00000134769	DTNA	ENSG00000134769	ensembl	1	ENSG00000134769
WP4905	1q21.1 copy number variation syndrome	CHEBI:16761	ADP		chebi	1	CHEBI:16761
WP4657	22q11.2 copy number variation syndrome	ENSG00000094916	CBX5, CBX5 gene	ENSG00000094916	ensembl	1	ENSG00000094916
WP4657	22q11.2 copy number variation syndrome	ENSG00000255156	RNY1P9	ENSG00000255156	ensembl	1	ENSG00000255156
WP4932	7q11.23 copy number variation syndrome	ENSG00000140092	FBLN5	ENSG00000140092	ensembl	1	ENSG00000140092
WP5346	8p23.1 copy number variation syndrome	ENSG00000139515	PDX-1, PDX1, PDX1 gene	ENSG00000139515	ensembl	1	ENSG00000139515
WP5398	NRXN1 deletion syndrome	ENSG00000179915	NRXN1	ENSG00000179915	ensembl	0	ENSG00000179915
WP4657	22q11.2 copy number variation syndrome	WP4443	p75 NTR receptor-mediated signalling		wikipathways	1	WP4443
WP4657	22q11.2 copy number variation syndrome	ENSG00000185245	GP1BA, GP1BA gene	ENSG00000185245	ensembl	1	ENSG00000185245
WP5346	8p23.1 copy number variation syndrome	ENSG00000136869	TLR4	ENSG00000136869	ensembl	1	ENSG00000136869
WP4932	7q11.23 copy number variation syndrome	ENSG00000077800	FKBP6	ENSG00000077800	ensembl	1	ENSG00000077800
WP4942, WP5407	15q11q13 copy number variation, 15q13.3 copy number variation syndrome	ENSG00000261794	GOLGA8H	ENSG00000261794	ensembl	1	ENSG00000261794
WP4222	Phosphodiesterases in neuronal function	ENSG00000174233	ADCY6	ENSG00000174233	ensembl	0	ENSG00000174233
WP5407	15q11q13 copy number variation	HMDB0000895	ACh, Acetylcholine		hmdb	1	HMDB0000895
WP5346	8p23.1 copy number variation syndrome	WP400	RAS-MAPK  pathway, p38 MAPK, p38 MAPK  Signaling, p38 MAPK pathway, p38 MAPK signaling pathway, p38/MAPK  pathway		wikipathways	1	WP400
WP4222	Phosphodiesterases in neuronal function	ENSG00000138735	PDE5, PDE5A	ENSG00000138735	ensembl	0	ENSG00000138735
WP4222	Phosphodiesterases in neuronal function	ENSG00000095464	PDE6C	ENSG00000095464	ensembl	0	ENSG00000095464
WP2781	Signaling by ERBB4	R-HSA-1977297	Ub-ERBB4jmAcyt1s80:NEDD4		reactome	0	R-HSA-1977297
WP3584	MECP2 and associated Rett syndrome	MIMAT0004766	hsa-miR-146b-3p		mirbase.mature	0	MIMAT0004766
WP5408	15q25 copy number variation	ENSG00000184206	GOLGA6L4	ENSG00000184206	ensembl	1	ENSG00000184206
WP5402	10q22q23 copy number variation	ENSG00000125845	BMP1, BMP2	ENSG00000125845	ensembl	1	ENSG00000125845
WP4657	22q11.2 copy number variation syndrome	CHEBI:8863	riluzole		chebi	1	CHEBI:8863
WP5407	15q11q13 copy number variation	ENSG00000101222	SPEF1	ENSG00000101222	ensembl	1	ENSG00000101222
WP4932	7q11.23 copy number variation syndrome	ENSG00000126581	BECLIN1, BECN1, Beclin1	ENSG00000126581	ensembl	1	ENSG00000126581
WP4657	22q11.2 copy number variation syndrome	ENSG00000077782	FGFR1, FGFR1c	ENSG00000077782	ensembl	1	ENSG00000077782
WP4932	7q11.23 copy number variation syndrome	ENSG00000074054	CLASP, CLASP1	ENSG00000074054	ensembl	1	ENSG00000074054
WP4906	3q29 copy number variation syndrome	ENSG00000124688	MAD2L1BP	ENSG00000124688	ensembl	1	ENSG00000124688
WP4083	Reelin signaling pathway	P98155	Ub-K839-VLDLR, VLDLR	ENSG00000147852	uniprot	0	P98155
WP4657	22q11.2 copy number variation syndrome	CPX-5226	39S mitochondrial large  ribosomal subunit		complexportal	1	CPX-5226
WP4932	7q11.23 copy number variation syndrome	WP1812	Eukaryotic Translation Initiation		wikipathways	1	WP1812
WP4905	1q21.1 copy number variation syndrome	ENSG00000226015	CCT8P1	ENSG00000226015	ensembl	1	ENSG00000226015
WP4932	7q11.23 copy number variation syndrome	ENSG00000172757	CFL1, CFL1 gene	ENSG00000172757	ensembl	1	ENSG00000172757
WP3584	MECP2 and associated Rett syndrome	ENSG00000017427	IGF1, insulin/IGF1	ENSG00000017427	ensembl	0	ENSG00000017427
WP2781	Signaling by ERBB4	R-HSA-1253312	TAB2:NCOR1		reactome	0	R-HSA-1253312
WP5346	8p23.1 copy number variation syndrome	ENSG00000164430	CGAS	ENSG00000164430	ensembl	1	ENSG00000164430
WP2781	Signaling by ERBB4	P18505	GABRB1	ENSG00000163288	uniprot	0	P18505
WP5402	10q22q23 copy number variation	ENSG00000072501	SMC1, SMC1A	ENSG00000072501	ensembl	1	ENSG00000072501
WP4932	7q11.23 copy number variation syndrome	ENSG00000135390	ATP5MC2	ENSG00000135390	ensembl	1	ENSG00000135390
WP3584, WP5402	10q22q23 copy number variation, MECP2 and associated Rett syndrome	WP382	ERK1/2, MAP kinase activity, MAPK, MAPK Signaling, MAPK Signaling Pathway, MAPK Signaling pathway, MAPK pathway, MAPK signaling, MAPK signaling  pathway, MAPK signaling pathway, MAPK signalling pathway, PI3K/MAPK		wikipathways	1	WP382
WP4905	1q21.1 copy number variation syndrome	ENSG00000244371	PFN1P8	ENSG00000244371	ensembl	1	ENSG00000244371
WP4906	3q29 copy number variation syndrome	CHEBI:295975	Choline phosphate(1−), Phosphocholine, phosphocholine		chebi	1	CHEBI:295975
WP4222	Phosphodiesterases in neuronal function	ENSG00000072062	PKA, PRKACA	ENSG00000072062	ensembl	0	ENSG00000072062
WP5346	8p23.1 copy number variation syndrome	ENSG00000177710	SLC35G5	ENSG00000177710	ensembl	1	ENSG00000177710
WP4906	3q29 copy number variation syndrome	ENSG00000010704	HFE	ENSG00000010704	ensembl	1	ENSG00000010704
WP3584, WP5402	10q22q23 copy number variation, MECP2 and associated Rett syndrome	ENSG00000182771	GRID1	ENSG00000182771	ensembl	1	ENSG00000182771
WP4932	7q11.23 copy number variation syndrome	ENSG00000155975	VPS37A	ENSG00000155975	ensembl	1	ENSG00000155975
WP4932	7q11.23 copy number variation syndrome	ENSG00000196591	HDAC2	ENSG00000196591	ensembl	1	ENSG00000196591
WP4932	7q11.23 copy number variation syndrome	ENSG00000206709	RNU6-1080P	ENSG00000206709	ensembl	1	ENSG00000206709
WP4942	15q13.3 copy number variation syndrome	ENSG00000259845	HERC2P10	ENSG00000259845	ensembl	1	ENSG00000259845
WP2781	Signaling by ERBB4	P49810	PSEN2(1-297), PSEN2(298-448)	ENSG00000143801	uniprot	0	P49810
WP5346	8p23.1 copy number variation syndrome	ENSG00000154328	NEIL2	ENSG00000154328	ensembl	1	ENSG00000154328
WP4657	22q11.2 copy number variation syndrome	ENSG00000054598	FOXC1	ENSG00000054598	ensembl	1	ENSG00000054598
WP5407	15q11q13 copy number variation	ENSG00000083067	TRPM3	ENSG00000083067	ensembl	1	ENSG00000083067
WP4932	7q11.23 copy number variation syndrome	ENSG00000128272	ATF4	ENSG00000128272	ensembl	1	ENSG00000128272
WP4222	Phosphodiesterases in neuronal function	HMDB0005039	Sildenafil		hmdb	0	HMDB0005039
WP2781	Signaling by ERBB4	P28472	GABA(A) receptor  subunit beta-3, GABRB3	ENSG00000166206	uniprot	0	P28472
WP5407	15q11q13 copy number variation	ENSG00000261247	GOLGA8T	ENSG00000261247	ensembl	1	ENSG00000261247
WP4222	Phosphodiesterases in neuronal function	CHEBI:16015	Glu, Glu [clathrin-sculpted glutamate transport vesicle lumen], Glutamate, L-Glu, L-Glutamate, L-glutamate, L-glutamic acid, glutamic acid		chebi	0	CHEBI:16015
WP4657	22q11.2 copy number variation syndrome	CHEBI:26271	Pro, Proline, proline		chebi	1	CHEBI:26271
WP3584	MECP2 and associated Rett syndrome	ENSG00000006377	DLX6	ENSG00000006377	ensembl	0	ENSG00000006377
WP3584	MECP2 and associated Rett syndrome	HMDB0000211	Myoinositol		hmdb	0	HMDB0000211
WP5346, WP5399	8p23.1 copy number variation syndrome, NPHP1 deletion syndrome	ENSG00000100030	ERK, ERK 1/2, ERK1/2, ERK2, MAPK, MAPK/ERK, MAPK/Erk, MAPK1, p38	ENSG00000100030	ensembl	1	ENSG00000100030
WP4657	22q11.2 copy number variation syndrome	ENSG00000169704	CD42, GP9	ENSG00000169704	ensembl	1	ENSG00000169704
WP5402	10q22q23 copy number variation	ENSG00000164675	IQUB	ENSG00000164675	ensembl	1	ENSG00000164675
WP4657	22q11.2 copy number variation syndrome	ENSG00000223553	SMPD4P1	ENSG00000223553	ensembl	1	ENSG00000223553
WP5346	8p23.1 copy number variation syndrome	ENSG00000089225	TBX5	ENSG00000089225	ensembl	1	ENSG00000089225
WP4932	7q11.23 copy number variation syndrome	ENSG00000176428	VPS37D	ENSG00000176428	ensembl	1	ENSG00000176428
WP4906	3q29 copy number variation syndrome	ENSG00000100644	HIF-1alpha, HIF1A, HIF1A gene, Hypoxia-inducible  factor-1 alpha	ENSG00000100644	ensembl	1	ENSG00000100644
WP4657	22q11.2 copy number variation syndrome	ENSG00000235062	BCRP5	ENSG00000235062	ensembl	1	ENSG00000235062
WP5402	10q22q23 copy number variation	ENSG00000245848	C/EBPα, CEBPA, CEBPA gene	ENSG00000245848	ensembl	1	ENSG00000245848
WP4657	22q11.2 copy number variation syndrome	ENSG00000126467	TSKS	ENSG00000126467	ensembl	1	ENSG00000126467
WP4657	22q11.2 copy number variation syndrome	22833565	Heparin		pubchem.compound	1	22833565
WP2781	Signaling by ERBB4	R-HSA-1254381	ESR1:ESTG		reactome	0	R-HSA-1254381
WP5408	15q25 copy number variation	ENSG00000101654	RNMT	ENSG00000101654	ensembl	1	ENSG00000101654
WP2781	Signaling by ERBB4	P00533	EGFR, EGFR A289D, EGFR A289T, EGFR A289V, EGFR D770_N771insNPG, EGFR D770_N771insNPH, EGFR E746_A750del, EGFR E746_A750del;T790M, EGFR E746_S752delinsV, EGFR E746_T751delinsA, EGFR G598V, EGFR G719A, EGFR G719C, EGFR G719S, EGFR L747_A750delinsP, EGFR L747_P753delinsS, EGFR L747_S752del, EGFR L747_T751del, EGFR L747_T751delinsP, EGFR L858R, EGFR L858R;T790M, EGFR L861Q, EGFR M766_A767insASV, EGFR R108K, EGFR T263P, EGFR V738_K739insKIPVAI, EGFRvIII, p-4Y-EGFR, p-6Y-EGFR, p-Y992,Y1045,Y1068,Y1086,Y1173-EGFR	ENSG00000146648	uniprot	0	P00533
WP5346	8p23.1 copy number variation syndrome	ENSG00000173281	PPP1R3B	ENSG00000173281	ensembl	1	ENSG00000173281
WP4932	7q11.23 copy number variation syndrome	MI0015893	hsa-mir-4284	ENSG00000265724	mirbase	1	MI0015893
WP4942	15q13.3 copy number variation syndrome	ENSG00000259890	DNM1P50	ENSG00000259890	ensembl	1	ENSG00000259890
WP3584	MECP2 and associated Rett syndrome	ENSG00000135829	DHX9	ENSG00000135829	ensembl	0	ENSG00000135829
WP5407	15q11q13 copy number variation	Q9BQI6	SLF1	ENSG00000133302	uniprot	1	Q9BQI6
WP4083	Reelin signaling pathway	P78509	RELN	ENSG00000189056	uniprot	0	P78509
WP4657	22q11.2 copy number variation syndrome	ENSG00000183773	AIFM3	ENSG00000183773	ensembl	1	ENSG00000183773
